x_min,x_max,x_mean,x_1/4,y_min,y_max,y_mean,y_3/4,xy_cov,a,v_mean,v_std,v_3/4,d_mean,static_ratio,medium_v_ratio,type
23.645,23.773000000000003,23.740105812220566,23.71,117.5,117.63600000000001,117.57315499254844,117.58200000000001,0.0005614253664614038,5.4937101609929005e-06,1.1984649776453056,2.317307984905315,1.19,123.29806259314456,0.5722801788375559,0.24041811846689895,1.0
22.393,23.576999999999998,22.94023654390935,22.663,116.899,117.861,117.34745892351276,117.367,-0.002859043461313643,7.94666079418463e-06,2.844900849858357,2.100531591973496,3.89,144.18130311614732,0.2521246458923513,0.8712121212121212,2.0
24.895,25.212,25.082504051863857,24.938000000000002,118.95,119.425,119.18639870340354,119.264,0.013961933446820469,1.1272132955265271e-05,2.8734683954619125,3.385270178947363,4.05,89.51215559157212,0.4554294975688817,0.7083333333333334,0.0
27.25800000000001,27.838,27.519722727272725,27.287,123.11,125.603,124.36337878787882,125.48700000000001,-0.22064184625465588,4.257085359717946e-06,1.6771969696969697,2.5826395769075705,1.51,183.46060606060607,0.16818181818181818,0.11657559198542805,0.0
24.323,24.325,24.32426448736999,24.324,118.11399999999999,118.117,118.11546508172364,118.116,-4.283414703186417e-08,8.00786282384671e-08,0.02335809806835067,0.09138493528135408,0.0,88.84398216939078,0.8930163447251115,0.0,1.0
22.98,23.57800000000001,23.380641337386017,23.10925,117.35799999999999,118.116,117.52486474164132,117.61675,-0.03924611251289554,5.951849231353841e-06,2.056048632218845,2.320223814337887,3.89,99.06231003039514,0.4969604863221885,0.8821752265861027,2.0
23.818,24.441999999999997,24.237676737160122,24.085,117.825,118.61399999999999,118.16348338368579,118.48775,-0.021830380568670215,1.0312778130622018e-05,2.3124773413897284,2.5128644916396907,3.78,138.09818731117824,0.33534743202416917,0.6636363636363637,2.0
24.037,24.44400000000001,24.246047325102882,24.146250000000002,117.823,118.512,118.23957818930043,118.412,-0.02350781298629681,1.0620102291877595e-05,2.2520576131687244,2.3052387413033464,2.81,125.6954732510288,0.28189300411522633,0.6160458452722063,1.0
24.34,24.845,24.61796946564885,24.5005,118.76299999999999,120.34899999999999,119.61108702290075,120.115,-0.05828039642131834,1.314088541540401e-05,3.002702290076336,2.877750649842788,4.48,121.4030534351145,0.28091603053435116,0.6072186836518046,2.0
26.506999999999998,26.680999999999997,26.581484251968504,26.566999999999997,120.87700000000001,121.051,120.98455118110235,121.02274999999999,-0.0007044300208521603,6.258135210302627e-06,2.3609842519685036,2.8541267909610206,3.3724999999999996,164.49212598425197,0.1889763779527559,0.2669902912621359,1.0
24.525,24.559,24.526068285280733,24.526,118.57799999999999,118.59299999999999,118.59220789074357,118.59299999999999,-1.4336703396062573e-06,3.055158311381479e-07,0.02056145675265554,0.11067691871329165,0.0,159.15781487101668,0.9180576631259484,0.018518518518518517,1.0
24.237,24.788,24.511863636363636,24.438750000000002,119.744,120.265,119.92689876033059,119.9715,0.00940550583474498,2.091911384411461e-05,4.078305785123967,1.9182436814481465,5.02,142.45454545454547,0.010330578512396695,0.7494780793319415,2.0
22.616,23.756,23.15168565815324,22.72300000000001,116.05,118.198,117.03851277013753,117.507,0.22840155520319322,1.0294220744795054e-05,3.616954813359529,3.287347547424891,5.18,153.82907662082513,0.2357563850687623,0.5501285347043702,2.0
23.686999999999998,24.783,24.72831152204836,24.776,117.762,118.79899999999999,118.73422617354197,118.77,0.028310044826202464,3.7940064034316324e-06,0.6871550497866287,2.2507585014947016,0.0,65.25035561877667,0.8108108108108109,0.10526315789473684,2.0
23.337,23.601,23.407355907780982,23.366,117.429,118.257,118.00756628242075,118.12774999999999,-0.006607885817832478,3.418837317775707e-06,3.445201729106629,1.4820952183658518,3.78,169.11239193083574,0.040345821325648415,0.8843843843843844,2.0
29.081999999999997,33.864000000000004,33.104131578947374,32.977,120.415,123.271,121.16026754385963,121.7775,-1.1855734744933375,4.915946746292454e-05,3.27187134502924,4.290349449206673,8.6075,110.79093567251462,0.35233918128654973,0.09932279909706546,1.0
22.969,23.625999999999998,23.331323488045,23.1025,116.821,117.37899999999999,117.16219127988748,117.229,0.0099023056417263,1.3795172673883302e-05,2.723431786216596,3.5105668709699285,6.58,153.69338959212376,0.4247538677918425,0.19070904645476772,0.0
21.906,24.788,23.032263313609466,21.95,115.794,118.814,117.24381656804735,118.76899999999999,1.3825947431864984,1.40683266887479e-05,3.8460798816568045,3.2877330052194735,5.5275,125.99704142011835,0.22485207100591717,0.5019083969465649,2.0
23.245,24.785999999999998,24.032014598540147,23.43,118.15,119.146,118.62268467153285,118.777,0.10950356016562125,1.768067573277886e-05,3.6400729927007305,3.4752184702140534,5.4,156.192700729927,0.2656934306569343,0.5029821073558648,2.0
27.219,29.309,27.720798571428574,27.31775,121.39200000000001,122.44,121.5977742857143,121.77,0.14128648665849244,1.22008610787722e-05,2.6555714285714287,3.5239383432411318,4.3149999999999995,131.19857142857143,0.21714285714285714,0.043795620437956206,1.0
27.148000000000003,27.149,27.148831444759207,27.149,120.429,120.431,120.43000000000005,120.43,-2.83687943260433e-09,3.3416141764582686e-07,0.02535410764872521,0.0731845183129051,0.0,108.35552407932012,0.8711048158640227,0.0,0.0
24.820999999999998,25.128,25.064255555555555,24.968000000000004,119.14399999999999,119.696,119.27576222222221,119.52224999999999,-0.016212386760702822,4.412158789951596e-06,1.145488888888889,2.230449005724374,1.4325,42.1,0.6755555555555556,0.6301369863013698,0.0
24.336,24.337,24.336015552099536,24.336,118.13799999999999,118.14,118.13910419906685,118.139,3.0498587714508787e-09,3.6660579009299245e-08,0.03667185069984447,0.24177973859392074,0.0,124.72628304821151,0.9191290824261276,0.038461538461538464,2.0
25.528000000000002,26.279,25.979182170542636,25.691250000000004,119.73200000000001,120.33200000000001,119.99357751937984,120.23175,-0.06295790328175417,1.369843271995902e-05,2.5865503875968994,2.839215536589282,3.4825,161.89922480620154,0.35658914728682173,0.5421686746987951,0.0
23.619,23.621,23.620011419249593,23.62,117.228,117.23,117.22854486133768,117.229,-4.598087195734647e-09,3.8435279029065796e-08,0.03295269168026101,0.16946164096416008,0.0,107.52691680261012,0.866231647634584,0.012195121951219513,0.0
23.535,24.325,23.912822021116135,23.624000000000002,118.11399999999999,118.439,118.2310542986425,118.311,-0.020473242587250317,1.1819126991880936e-05,2.3364856711915536,2.1694366678034385,3.89,132.71191553544494,0.3333333333333333,0.7194570135746606,2.0
23.647,24.178,23.966565406976745,23.7415,117.955,118.54700000000001,118.15395639534883,118.29899999999999,-0.032921978220946765,5.520151673589137e-06,0.9679941860465117,2.2319028089139015,0.59,141.6002906976744,0.5697674418604651,0.08108108108108109,1.0
22.436,23.601,23.067655375552285,22.686,117.429,119.042,118.22237997054492,118.634,-0.03703270661783481,8.946233677463302e-06,3.769410898379971,2.246091775955903,4.05,157.0338733431517,0.0898379970544919,0.8025889967637541,2.0
25.148000000000003,25.354,25.211712643678165,25.198,119.54700000000001,119.787,119.59924137931033,119.63499999999999,0.002816477145148297,5.3308959934479824e-06,1.74816091954023,2.2844614289401832,3.78,61.47126436781609,0.5172413793103449,0.7142857142857143,0.0
18.007,18.762,18.469527777777778,18.414749999999998,110.49600000000001,111.353,111.12151984126984,111.29425,-0.006719940792386144,1.3069304902965389e-05,3.4512698412698413,3.362125580777657,7.02,184.46031746031747,0.06746031746031746,0.16170212765957448,0.0
26.79300000000001,28.221999999999998,27.488868804664726,26.977499999999996,120.242,122.13799999999999,121.4924941690962,122.03299999999999,0.22630212916090287,1.840498515148874e-05,3.58463556851312,2.8912727121793425,3.9650000000000003,136.0597667638484,0.16909620991253643,0.6473684210526316,0.0
26.910999999999998,27.065,26.930645683453243,26.919,120.182,121.023,120.24164208633094,120.18700000000001,0.00576162070451748,1.2805745202952816e-06,0.7325899280575541,2.2588310261086346,0.05,38.75179856115108,0.697841726618705,0.13690476190476192,0.0
24.619,27.15,25.11199275362319,24.628,118.66,123.264,119.60785942028987,120.4255,1.202261949632948,8.705490204007027e-06,2.009246376811594,3.2668222239416114,2.7824999999999998,137.95797101449276,0.5449275362318841,0.19745222929936307,0.0
26.680999999999997,27.64,26.960236173393124,26.737,120.113,121.698,120.70392227204783,121.06200000000001,0.13518889563026454,8.93800866652376e-06,2.031405082212257,2.2753279289951043,3.18,110.64424514200299,0.3961136023916293,0.7054455445544554,0.0
18.359,18.935,18.674247452692864,18.508,110.51799999999999,111.65,111.04266957787482,111.258,-0.009354849603846728,8.948027245061978e-06,3.4787045123726346,3.7516409134877393,7.72,172.97671033478895,0.26200873362445415,0.20512820512820512,0.0
24.445,24.447,24.445113207547166,24.445,117.822,117.823,117.8229245283019,117.823,-4.0666094910911816e-08,2.0352418365632334e-07,0.022075471698113205,0.0705164522648642,0.0,93.60377358490567,0.8943396226415095,0.0,1.0
26.523000000000003,28.261999999999997,27.389401526717553,26.7845,121.551,126.22200000000001,124.35893893129773,126.062,-0.19346845403506163,1.0943071871480769e-05,2.7611145038167937,3.899577269964315,6.58,124.98015267175573,0.42748091603053434,0.136,0.0
24.463,24.878,24.77625,24.695999999999998,118.91799999999999,119.387,119.06455890804597,119.17824999999999,-0.006781236330935086,1.0353782628181318e-05,2.1509482758620693,2.1738082401506036,3.72,125.6896551724138,0.3563218390804598,0.6785714285714286,2.0
28.002,28.329,28.17151873198847,28.178,121.102,122.29700000000001,121.41828530259367,121.92200000000001,0.012115615138623657,4.630863981227513e-06,0.6639913544668588,1.6222306823166468,0.0,102.44812680115274,0.7953890489913544,0.5492957746478874,0.0
24.539,25.101999999999997,24.833124401913878,24.774,118.946,119.73299999999999,119.16444816586922,119.35600000000001,0.0016830240304509152,8.743421977302473e-06,1.9153748006379587,2.3216997556674324,3.72,127.52153110047847,0.4258373205741627,0.65,2.0
24.609,26.22,24.847319942611193,24.631,118.67,121.875,119.10702152080341,118.675,0.4282970606334224,5.532175907571741e-06,1.1678909612625539,2.7501169253389937,0.22,136.37876614060258,0.6800573888091822,0.053811659192825115,0.0
29.822,32.205999999999996,30.97931871345029,29.874000000000002,122.35700000000001,125.53299999999999,123.8760277777778,125.16525,1.0031568945013853,1.5963448253684912e-05,3.5692251461988302,3.417606700997784,5.18,157.3815789473684,0.1652046783625731,0.4203152364273205,0.0
26.375,26.8,26.516451713395636,26.485,120.515,121.087,120.90417912772584,120.99775,-0.000647196485242612,5.3270267483719746e-06,1.7424454828660438,2.4798092186040828,2.37,158.8644859813084,0.3348909657320872,0.25526932084309134,0.0
21.888,24.787,23.401195814648727,23.085,116.20200000000001,118.801,117.41885949177878,117.771,0.4865442386325992,3.1849898171199456e-05,5.960448430493273,3.6855725076015937,9.12,136.81763826606877,0.12556053811659193,0.2153846153846154,0.0
24.34800000000001,25.493000000000002,24.987739663093414,24.755,119.05,120.521,120.22111179173048,120.368,0.04757184356532848,2.18352354540957e-05,4.079540581929555,2.4100069566170563,4.8,127.22664624808576,0.0030627871362940277,0.6943164362519201,2.0
24.148000000000003,25.048000000000002,24.660079510703365,24.451,118.762,120.03299999999999,119.45137003058103,119.72675000000001,-0.03306449347869867,1.7747626898427048e-05,3.6268960244648323,2.798140543954283,5.29,138.69418960244647,0.1636085626911315,0.6252285191956124,2.0
17.826,18.727,18.223837171052633,18.023,108.384,109.12299999999999,108.79844407894737,109.03575,-0.013847327901456449,8.904963219264516e-06,2.3947697368421053,1.758565279270279,3.29,165.02302631578948,0.17434210526315788,0.7091633466135459,2.0
26.796999999999997,26.798000000000002,26.79795639534884,26.798000000000002,120.12299999999999,120.12299999999999,120.12300000000002,120.12299999999999,5.879138041821806e-29,9.346091686346568e-08,0.004127906976744186,0.030737578861610444,0.0,9.581395348837209,0.9651162790697675,0.0,1.0
24.524,24.634,24.579782608695655,24.537,118.432,118.521,118.46257312252962,118.47399999999999,-0.00095587912182522,9.655600849459085e-07,0.3493478260869565,1.2654819336213365,0.0,114.70355731225297,0.8300395256916996,0.23255813953488372,1.0
23.054000000000002,23.186999999999998,23.159411854103343,23.13,116.571,116.694,116.61332978723404,116.62299999999999,-0.000255889455617057,4.035399512757204e-06,1.1695896656534954,1.7767399512029036,2.59,131.04559270516717,0.5805471124620061,0.6630434782608695,1.0
24.776999999999997,25.603,25.157027108433734,25.02075,118.765,120.602,120.04167771084337,120.47925000000001,0.14593777496411067,1.3369992738483861e-05,2.920120481927711,3.1317900929126026,3.72,131.05722891566265,0.1536144578313253,0.603202846975089,2.0
24.155,24.166999999999998,24.165914670658683,24.166,117.963,117.96799999999999,117.96773203592815,117.96799999999999,2.064858289387567e-07,3.3310389137420266e-07,0.035404191616766466,0.19212607862378167,0.0,72.51946107784431,0.8562874251497006,0.010416666666666666,1.0
23.456999999999997,23.962,23.674004201680674,23.551249999999996,117.428,118.671,118.24989355742296,118.55799999999999,0.030500105637205965,9.561504489184606e-06,2.982843137254902,1.5525972125415617,3.67,158.87114845938376,0.13445378151260504,0.901294498381877,2.0
23.64,23.653000000000002,23.644980303030305,23.645,117.265,117.288,117.2740227272727,117.274,-1.3005242102347536e-07,3.094854285511444e-07,0.024045454545454547,0.2884543568546196,0.0,80.58030303030303,0.9363636363636364,0.0,1.0
22.576,23.109,22.854348872180452,22.79300000000001,116.81299999999999,117.711,117.40089774436089,117.631,-0.012863108850439401,1.0532500446319967e-05,3.6078345864661654,0.9400678341684282,4.05,187.86766917293232,0.0030075187969924814,0.9411764705882353,2.0
27.148000000000003,27.151999999999997,27.150991631799165,27.151,120.429,120.432,120.43047140864716,120.431,-1.699936887862587e-08,3.309349734547723e-08,0.020934449093444905,0.06511564614633734,0.0,107.81589958158996,0.8870292887029289,0.0,0.0
24.893,25.128,25.040909539473684,24.983,119.12700000000001,119.59899999999999,119.32477138157897,119.462,-0.006053211818802525,8.893265378147586e-06,2.6548190789473685,2.5583393952811626,3.78,101.48848684210526,0.3256578947368421,0.775609756097561,0.0
24.212,24.875999999999998,24.58179731743666,24.463,119.333,119.90899999999999,119.57801639344262,119.6935,0.020964807805236168,2.021214009553855e-05,3.48715350223547,1.6005921773496645,4.1,140.9657228017884,0.0029806259314456036,0.8071748878923767,2.0
23.575,23.576,23.575697674418603,23.575,117.365,117.366,117.36519331395348,117.365,-1.0449883213224039e-07,5.17239750668511e-07,0.0061773255813953485,0.048320352113305355,0.0,1.7209302325581395,0.9476744186046512,0.0,2.0
23.576,23.579,23.578761261261267,23.579,117.363,117.367,117.3633663663664,117.363,-6.687936056366118e-07,4.937499205319363e-08,0.0010960960960960963,0.01301819720317782,0.0,0.8288288288288288,0.987987987987988,0.0,0.0
28.359,29.063000000000002,28.658487915407857,28.477749999999997,121.62,123.44,122.97182628398792,123.398,0.05731946310177229,1.1090377908447603e-05,2.1823716012084593,3.0237102316827933,2.21,156.1858006042296,0.33534743202416917,0.16363636363636364,1.0
24.991999999999997,25.691,25.402725179856116,25.245,119.749,120.51700000000001,120.00406043165468,120.1255,0.019090124700931032,1.2324778817037543e-05,1.4278705035971222,2.1747924636303986,3.02,143.78848920863308,0.6115107913669064,0.7333333333333333,2.0
26.338,26.825,26.551920159680638,26.445,119.939,121.604,121.07631736526946,121.416,0.02347181738922132,1.2657444912037368e-05,2.7798003992015965,1.9204089043950614,3.4,141.5748502994012,0.10179640718562874,0.68,0.0
25.394000000000002,25.549,25.510981878088963,25.4535,119.86399999999999,119.965,119.88636902800658,119.9135,-0.0020123464367854675,4.6434260881219245e-06,0.782504118616145,1.9825465312938775,0.32,140.55683690280065,0.6787479406919276,0.16923076923076924,1.0
26.664,26.921,26.8246553030303,26.75575,120.38,120.639,120.5919924242424,120.618,0.0019023357817721585,7.345132116844698e-06,1.6154166666666667,1.8661560033316067,2.05,182.75378787878788,0.2840909090909091,0.26455026455026454,1.0
24.776999999999997,24.778000000000002,24.777995475113112,24.778000000000002,118.766,118.76799999999999,118.76713423831073,118.76700000000001,-2.4128173230261067e-09,2.1364856929146862e-08,0.022564102564102566,0.2147162851772163,0.0,84.64555052790347,0.9381598793363499,0.04878048780487805,2.0
28.024,30.116,28.721893118594437,28.076,121.13799999999999,126.669,122.94783162518303,124.875,1.5507810640889141,8.592737043333992e-06,2.9617862371888726,3.5923893201534045,4.645,171.84040995607614,0.3294289897510981,0.38209606986899564,0.0
25.872,28.263,27.412367496339673,26.500500000000002,121.551,122.596,121.91137920937044,122.24849999999999,-0.3172267319377605,2.5339256578112295e-05,3.8533235724743773,3.6933069676137356,7.72,171.20497803806734,0.3089311859443631,0.2563559322033898,2.0
26.478,28.504,27.205254843517142,26.836,121.041,121.948,121.52680029806261,121.757,-0.03444475350890855,2.1367147216581764e-05,3.9715797317436667,2.300384109874201,4.48,158.5037257824143,0.05365126676602087,0.7889763779527559,0.0
24.426,24.921999999999997,24.731540662650602,24.67075,118.73299999999999,119.434,119.06891114457834,119.275,0.004994352788983923,1.1099493966727187e-05,2.8552560240963856,2.6324938300827383,4.37,129.914156626506,0.2756024096385542,0.6756756756756757,2.0
26.955,27.193,27.163380403458213,27.173000000000002,120.411,121.78299999999999,120.6619452449568,120.4435,-0.0066693846243418686,1.2820423877744358e-06,0.7907636887608068,2.102091412100525,0.0,107.50576368876081,0.8242074927953891,0.2786885245901639,0.0
23.34800000000001,23.601,23.520857571214396,23.427,117.427,118.148,117.62086806596703,117.8375,-0.019789879179779292,3.007929979106599e-06,1.6201649175412292,2.057300441816047,3.08,86.30734632683658,0.5307346326836582,0.8338658146964856,2.0
26.426,27.901999999999997,27.16533393829401,26.739,120.31700000000001,121.95200000000001,121.50352994555355,121.7875,-0.012497002745422092,1.6639551988413573e-05,3.8715970961887476,2.7527679935774247,4.7,148.23049001814883,0.08892921960072596,0.6434262948207171,0.0
23.644000000000002,23.645,23.644980509745128,23.645,117.274,117.27600000000001,117.27490854572714,117.275,8.72536704622791e-09,5.825659929183203e-08,0.03221889055472264,0.42113338432183095,0.0,101.26686656671664,0.9385307346326837,0.024390243902439025,1.0
24.061999999999998,24.42,24.28448527349229,24.235,117.90299999999999,118.24799999999999,118.09580224403928,118.214,-0.006442037326457388,1.0393817090656456e-05,2.07835904628331,2.3870859191724643,2.91,140.63113604488078,0.34081346423562414,0.6063829787234043,2.0
24.781,24.781999999999996,24.78174609929078,24.781,118.76700000000001,118.76899999999999,118.76792765957448,118.76799999999999,-1.1291102514273714e-08,4.203428653159348e-07,0.0379290780141844,0.10809019049436892,0.0,98.7872340425532,0.8297872340425532,0.0,0.0
23.581999999999997,23.748,23.709469539375927,23.66,117.516,117.84100000000001,117.5568543833581,117.58200000000001,-0.0034075535493170383,2.5273956752181214e-06,1.0967013372956909,1.9062089484138642,2.7,50.87964338781575,0.6998514115898959,0.8217821782178217,2.0
22.642,24.64,23.63841176470588,22.927249999999997,116.01,118.697,117.8297843137255,118.6185,0.5052150136933452,2.488254800910906e-05,5.618986928104575,3.714018364648096,8.69,150.05228758169935,0.16013071895424835,0.1245136186770428,0.0
25.146,25.469,25.455499999999994,25.467,119.834,120.59200000000001,119.8940333333333,119.84,-0.0065719579831932905,1.5900887821208572e-06,1.1488333333333334,2.5505692834086635,0.32,164.03333333333333,0.65,0.09523809523809523,0.0
22.81900000000001,23.576,23.356463746223568,23.2105,116.7,117.48100000000001,117.32841087613292,117.37700000000001,0.017557143511387752,8.424436854810967e-06,2.721435045317221,2.3963964173878267,4.26,105.309667673716,0.297583081570997,0.7677419354838709,1.0
25.035,25.183000000000003,25.175051886792453,25.178,119.259,119.4,119.26722877358489,119.26899999999999,-0.0003026951135197968,9.010291553968515e-07,0.19702830188679243,1.033573817429864,0.0,13.898584905660377,0.9245283018867925,0.40625,0.0
27.95,28.831999999999997,28.357898161244695,28.159499999999998,121.601,122.42200000000001,122.03497736916547,122.2145,0.021597620921501116,1.5344625751521448e-05,1.8410183875530408,2.4658346668982665,3.18,157.22772277227722,0.5021216407355021,0.6704545454545454,0.0
24.778000000000002,25.921,25.411088477366256,25.045250000000003,118.765,120.818,120.20886213991768,120.68650000000001,0.2609641689236782,1.326520290229893e-05,2.9762757201646095,2.407039315443287,3.72,111.1872427983539,0.1337448559670782,0.6817102137767221,2.0
23.92,24.325,24.196115606936424,24.119500000000002,117.889,118.152,118.05386512524086,118.11399999999999,0.009007370834913793,1.0233128189589379e-05,2.309017341040463,2.1450670709982353,3.89,123.47398843930635,0.32755298651252407,0.7335243553008596,2.0
25.565,25.566999999999997,25.565949438202246,25.566,119.866,119.869,119.86697191011234,119.867,1.546261357169305e-08,1.501876760163295e-07,0.022397003745318354,0.15533255395267162,0.0,123.15355805243446,0.9250936329588015,0.025,1.0
24.521,24.523000000000003,24.521618980169972,24.521,118.56200000000001,118.581,118.5657577903683,118.566,-4.7027504872230526e-08,4.7323965925838417e-07,0.058172804532577914,0.10873967167288899,0.11,96.95750708215297,0.7152974504249292,0.0,1.0
23.066999999999997,23.576,23.282521489971344,23.151,116.97399999999999,117.512,117.29409312320915,117.368,0.005834028842398425,8.73367726927134e-06,2.7245845272206304,2.078407585418037,3.78,142.39255014326648,0.2636103151862464,0.857976653696498,2.0
24.131999999999998,24.878,24.569212307692307,24.38125,118.94200000000001,119.28,119.11871384615382,119.206,-0.021099589384852048,1.838028427736755e-05,2.824461538461539,2.5263999800255563,3.99,151.7676923076923,0.2123076923076923,0.716796875,2.0
25.044,25.180999999999997,25.166017543859645,25.178,119.175,119.36,119.26302339181287,119.266,7.419285402386004e-05,3.2599704791667896e-06,0.7315935672514621,1.7341630455462813,0.05,26.55701754385965,0.7383040935672515,0.5418994413407822,0.0
24.775,24.785999999999998,24.77506779661017,24.775,118.764,118.84700000000001,118.76545762711866,118.765,1.5637873913675778e-06,1.4062082548116554e-07,0.11355932203389832,0.9916817136142119,0.0,102.23446327683615,0.963276836158192,0.0,2.0
23.873,24.493000000000002,24.194898203592814,24.095,118.848,119.225,119.08596257485031,119.146,0.002366263051109139,2.2497903425012278e-05,3.6900449101796404,1.5838336665942303,4.32,177.41167664670658,0.0029940119760479044,0.8018018018018018,2.0
25.430999999999997,26.378,25.952570570570575,25.88625,119.946,120.969,120.6802072072072,120.7565,0.0024506966334755602,2.1229953093555334e-05,2.666096096096096,1.729627475146521,3.18,147.6951951951952,0.025525525525525526,0.6640986132511556,0.0
25.898000000000003,26.151999999999997,25.92576470588235,25.903750000000002,119.624,120.074,119.66711397058822,119.626,0.007043174517039222,3.0957107566260576e-06,0.6046691176470587,1.6524316982614273,0.11,113.46323529411765,0.6066176470588235,0.2336448598130841,0.0
24.1,24.744,24.459456488549616,24.169,118.76700000000001,119.083,118.88763206106871,119.0,-0.03078368499428171,1.4424054914813456e-05,2.3713740458015264,3.5821234633475156,4.1,137.4320610687023,0.3847328244274809,0.05707196029776675,0.0
26.255,26.855,26.503918209876545,26.353749999999998,119.78,120.821,120.4478811728395,120.709,0.046957236015703875,1.3668451442744085e-05,3.073641975308642,2.6099045695861434,3.62,160.08487654320987,0.14969135802469136,0.6406533575317604,0.0
28.315,29.595,28.901313475177304,28.592,121.601,123.06200000000001,122.12404822695035,122.352,0.04542107292875595,1.4707097494701362e-05,2.710028368794326,2.7215662267280574,4.37,165.18581560283687,0.35319148936170214,0.7324561403508771,0.0
23.409000000000002,23.596999999999998,23.481379705400983,23.435499999999998,117.43,118.78299999999999,118.24735024549919,118.631,-0.007334882388451942,2.658579866625068e-06,2.675973813420622,1.3823219332637355,3.18,175.08510638297872,0.12438625204582651,0.9009345794392524,2.0
28.188000000000002,29.54,28.885518126888222,28.3515,121.553,126.713,125.332416918429,126.529,0.7103497034750049,1.2569774743023246e-05,3.7841993957703925,3.2289087362996387,4.1,116.92900302114803,0.09667673716012085,0.6204013377926422,2.0
23.587,24.326,24.08110344827586,23.825,118.117,118.596,118.31532233883057,118.4795,-0.03601357693900832,1.0915908884428886e-05,1.9830284857571212,2.1857665701504687,2.7,133.96851574212894,0.2893553223388306,0.5569620253164557,2.0
24.521,24.523000000000003,24.52169961977186,24.521,118.565,118.56700000000001,118.56588212927758,118.566,-3.935796592471299e-08,3.3599010085805525e-07,0.03878326996197718,0.08429344070874345,0.0,50.82889733840304,0.7832699619771863,0.0,1.0
